Identifiant,target,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
2130,1,2015,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,11958,2,1960,0.3,4,26362
18406,0,2012,"0,642076503",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1566,1,1981,0,5,33063
14292,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,890,4,1960,0,   .,75114
4223,0,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1339,4,1900,0,7,75115
2122,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640,2,1960,0,   .,13206
8371,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,437,3,1988,0,   .,2A903
16834,1,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,180,2,1964,0,2,78124
1165,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1980,0,   .,34324
18043,1,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,eff,2,9277,3,1990,0,>=10,92044
14802,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510,2,1960,0,   .,13207
3512,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,460,2,1950,0.3,4,83050
7345,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,,0,   .,13208
10844,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,460,3,1850,0,3,33063
19243,0,2015,"0,956164384",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,396,1,1974,0.3,3,33003
7988,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450,2,1960,0.6,2,83009
13333,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,14805,2,1988,0,   .,59043
11773,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,900,1,2006,0,3,13004
10705,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,561,3,1980,0,   .,92004
12638,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4310,4,,0,   .,6029
5007,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1200,2,,0,   .,29232
8965,1,2012,"0,74863388",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1960,0,   .,31555
7164,0,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1314,1,2003,0,5,63113
8225,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2813,3,,0,   .,2B033
6830,0,2012,"0,74863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2911,2,1960,0,   .,26362
13637,0,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,738,2,1990,0.6,3,34108
11766,0,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,3,1980,0,   .,94052
9830,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13201
6175,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,4,1960,0,   .,75115
16557,1,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2000,2,1984,0.3,1,66182
7471,0,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,418,4,1960,0,   .,75117
19580,0,2015,"0,747945205",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,200,4,1995,0.6,2,6088
15821,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,7023,1,1780,0.3,3,89291
14191,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7302,2,1988,0,   .,34037
8365,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300,4,1990,0.6,3,6088
19897,0,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3992,1,1980,0,4,74033
15431,0,2014,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1902,1,1996,0,4,86041
8016,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1420,1,,0,   .,35288
16250,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1930,V,   .,
4314,0,2014,"0,564383562",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5102,2,1988,0.3,7,77258
5145,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240,2,1960,0,   .,13206
5019,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,4599,2,,0,   .,29232
17019,1,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1002,2,1945,0.6,4,77288
18439,0,2012,"0,68852459",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,310,2,2007,0.3,2,83081
9734,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1960,0,   .,13206
8485,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,365,4,1900,0,4,6159
17950,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2462,2,2011,0,3,31555
9506,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6000,2,1980,0,   .,42218
16923,0,2013,1,0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1461,1,1960,0,6,35288
9058,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,250,2,1910,0.6,3,13208
11703,0,2013,"0,832876712",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,3,1960,0,   .,64189
1637,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,474,2,1988,0,   .,62916
17551,1,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,720,1,2005,0.3,2,13039
19207,0,2014,0,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500,3,1930,0,3,2B033
14210,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,,0,   .,31555
14317,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,770,1,1900,0,5,43157
2715,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1200,2,1988,0,   .,38314
11394,0,2014,1,0,V,N,3,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,13000,2,1985,0,2,67482
7299,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2886,2,1960,0,   .,26362
8824,0,2014,"0,328767123",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,4,1980,0,   .,6104
11965,1,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1950,1,1982,0,4,86194
8159,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,700,2,1940,0,3,31555
3733,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3760,1,1980,0,   .,43157
17014,0,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,630,3,1990,0,4,67482
9293,0,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,289,3,1959,0,3,92073
9275,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250,4,,0,   .,75115
9377,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,441,2,2003,0,2,78423
15710,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1250,1,1960,0,4,33063
4207,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520,2,1988,0,   .,69091
18743,0,2012,"0,333333333",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2790,2,1973,0,8,65388
9086,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,3,,0,   .,59350
13153,0,2014,"0,832876712",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,4,1988,0,   .,6152
2403,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,2,1988,0,   .,38931
7487,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20,2,1988,0,   .,69384
9318,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100,4,,0,   .,75113
6930,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,1,1960,0,   .,17300
9201,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,,0,   .,13212
8898,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1274,4,1980,0,   .,6083
5507,0,2013,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5657,4,1988,0,   .,6121
6546,0,2016,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,350,1,2003,0,2,35284
1674,0,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1068,2,1965,0,3,83126
1358,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,539,1,1960,0,   .,13042
19995,0,2016,"0,010928962",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,190,2,1982,0.6,3,78220
12307,0,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,12700,2,1960,0,5,76259
14203,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,3,1960,0,   .,93048
18041,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3800,2,2008,0.6,3,38085
211,0,2015,"0,991780822",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,350,3,1900,0.6,3,93061
14845,0,2014,"0,884931507",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2535,2,1980,0.3,7,62826
17784,1,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,12470,4,1974,1,6,6088
15284,0,2014,1,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,964,4,1900,0,4,75113
7101,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,795,2,1999,0,4,63113
4292,0,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,300,1,1960,0.3,3,91174
1644,0,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,728,2,1968,0,4,62201
7386,0,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1960,0,   .,13207
8130,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680,2,,0,   .,30189
8670,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,,0,   .,78128
5994,0,2015,1,0,V,N,3,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,550,2,1930,0,3,69266
19432,0,2014,"0,942465753",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1035,2,2000,0,3,66136
11990,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580,4,1980,0,   .,6095
919,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1824,1,1960,0,   .,27448
2705,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,245,2,1991,0.6,3,38416
11952,1,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,4,,0,   .,75117
15993,0,2014,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4575,1,1975,0,2,63075
1692,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,,0,   .,13204
7827,0,2013,"0,320547945",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1397,2,1960,0,   .,38045
16902,0,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1866,2,1965,0,4,34032
6925,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,4,1980,0,   .,6136
19230,1,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,580,2,1950,0.3,4,13214
11307,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600,3,,0,   .,2B033
10131,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220,1,1980,0,   .,13004
9566,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950,2,1960,0,   .,13204
1175,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,890,1,1980,0,   .,86194
10754,1,2016,"0,99726776",0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,995,2,1900,0,5,90010
18645,0,2016,"0,99726776",0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2770,2,2010,0.3,3,90075
13996,1,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3400,3,1960,0,5,92051
5839,0,2013,"0,747945205",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2150,1,1983,0,4,63075
4045,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7223,4,1980,0,   .,6083
10035,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,566,2,1960,0,   .,63113
14080,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4822,1,1988,0,   .,47004
3944,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1960,0,   .,88160
14995,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,721,3,1960,0,   .,94068
16370,1,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4900,2,1985,0.6,5,67118
17251,1,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650,1,2010,0.3,2,5004
17057,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,800,2,1950,0,3,78545
5867,0,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,738,1,1900,0,3,35093
5327,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1140,4,,0,   .,75109
12559,1,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,550,2,1975,0,3,51454
222,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1879,2,1980,0,   .,14488
5511,0,2015,"0,328767123",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6468,2,1980,0,   .,13208
18022,0,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5555,1,1979,0,4,27229
4436,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,366,1,1960,0,   .,87085
4812,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1960,0,   .,13201
3945,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1960,0,   .,88160
12551,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1978,2,1988,0,   .,31555
15712,0,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1250,1,1960,0,4,33063
7475,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,808,4,1980,0,   .,6088
15410,0,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4800,4,2006,0.6,4,6123
8553,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3900,4,,0,   .,6004
9642,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000,2,1980,0,   .,63113
1960,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1620,4,1980,0,   .,6088
10527,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000,3,1980,0.6,7,2A004
6623,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3120,1,1980,0,   .,87085
9286,1,2013,"0,805479452",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1075,4,,0,   .,75111
19480,1,2014,"0,621917808",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4400,1,1960,0.6,4,13056
17943,0,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,eff,2,870,3,1905,0,4,67482
7557,1,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240,1,1960,0,   .,46042
19485,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3100,2,1930,0,4,13208
10333,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1000,2,1978,0.6,3,66136
18456,0,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500,1,2000,0,4,42305
2290,0,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1740,1,,0,   .,87085
5515,0,2013,"0,495890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,3,1980,0,   .,92051
3312,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500,2,1970,0,4,38547
2983,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1830,2,1960,0,   .,13206
14663,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,290,1,1960,0,   .,1053
7436,0,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1980,0,   .,83062
6201,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1000,2,1930,0,3,38169
1164,0,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8933,2,1960,0,   .,34032
13929,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,2,1980,0,   .,34192
4508,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,396,2,1980,0,   .,30351
17959,0,2014,0,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350,4,1900,0,4,6088
7051,0,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,780,2,1960,0,4,38001
12039,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950,2,,0,   .,38229
9014,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850,1,1980,0,4,91687
15853,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1890,V,   .,
5277,0,2016,1,0,V,N,1,O,1,N,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350,1,1967,0.6,2,33236
2018,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,470,2,1900,0,3,38185
3783,0,2013,"0,438356164",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,1,1960,0,   .,84007
9216,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1960,0,   .,13204
2061,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,2,1960,0,   .,38229
13512,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,387,3,1960,0,   .,92035
11346,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1816,1,1988,0,   .,33397
15302,0,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4144,3,1992,0,5,59350
19634,1,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,660,2,1950,1.5,6,13207
14927,0,2014,"0,887671233",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,319,3,1960,0,   .,93008
17994,1,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,3000,1,1983,0,5,73015
6279,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2950,2,1960,0,   .,13205
8962,0,2015,"0,98630137",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,31,2,,0,   .,4070
12448,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2004,4,,0,   .,6155
4585,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20,4,1988,0,   .,6083
16607,1,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6005,2,2003,0.3,1,66136
6072,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400,2,1975,0.6,3,38163
14084,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1625,2,1988,0,   .,34301
900,0,2015,"0,997260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,716,1,1980,0,   .,86194
17893,1,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3600,3,1969,0,7,94067
7800,0,2014,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,2,406,3,1930,0,5,92026
18589,0,2012,"0,571038251",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400,2,1930,0.6,2,13205
17276,1,2016,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,11000,2,1960,0,5,34023
5760,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,798,3,1960,0,   .,92004
32,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1465,2,1960,0,   .,69259
1520,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,881,2,1960,0,   .,21231
4555,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,14,4,1988,0,   .,6004
2937,0,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,565,2,,0,   .,56121
333,0,2013,"0,747945205",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1083,2,1960,0,5,63113
11049,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,130,2,1960,0,   .,77511
9484,0,2013,"0,328767123",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100,3,1950,0.3,3,33063
7207,1,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1800,2,1900,0,5,57672
15916,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,650,2,1954,0,2,64191
6193,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1980,0,   .,63113
7631,0,2013,"0,391780822",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,2,1960,0,   .,39406
7119,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1980,0,   .,13204
4259,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1170,4,,0,   .,75118
4763,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972,2,1960,0,   .,13001
9351,0,2014,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500,2,1980,0,4,78208
18071,0,2016,"0,99726776",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,860,3,1940,0.6,4,64445
10075,0,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1450,2,1975,0.6,4,67180
6254,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,68224
18225,0,2013,"0,079452055",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,2500,2,1986,0,1,83036
16453,1,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1400,3,1961,0,6,93027
6405,0,2012,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,500,2,1970,0,4,42218
12252,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2080,3,1960,0,   .,59360
2708,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3752,2,1960,0,   .,38563
17712,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,190,2,1900,0,3,68154
5734,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1350,2,1980,0,   .,38559
5678,0,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410,4,1960,0,   .,75115
15371,1,2013,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,eff,2,906,1,1850,0,3,10387
13697,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,3,1960,0,   .,33063
3116,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510,2,1960,0,   .,13204
4767,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,1,1988,0,   .,17300
